Text,Label
"I'm overjoyed lately",happy
"I'm concerned about this",anxious
"I feel neutral today",neutral
"This is so disappointing right now",sad
"I'm overjoyed lately",happy
"I'm thrilled! about this",happy
"This is so disappointing right now",sad
"I'm feeling uneasy lately",anxious
"This is amazing! lately",happy
"I'm at peace about this",calm
"This is so disappointing today",sad
"This makes me nervous today",anxious
"I'm annoyed today",angry
"I'm so pleased right now",happy
"I feel empty inside today",sad
"I'm alright today",neutral
"This irritates me about this",frustrated
"I'm feeling serene today",calm
"I'm at peace today",calm
"I'm pumped!",excited
"I'm so happy today! today",happy
"I feel awful lately",sad
"I'm getting frustrated",frustrated
"I feel average",neutral
"This is infuriating today",angry
"I'm elated lately",excited
"I'm feeling tense lately",anxious
"This is maddening",frustrated
"I'm really anxious right now",anxious
"I'm feeling anxious about this",anxious
"I'm annoyed about this",angry
"This is awesome!",excited
"This is annoying lately",frustrated
"This makes me sad",sad
"I'm frustrated right now",frustrated
"This makes me happy about this",happy
"I feel awful about this",sad
"I feel calm about this",calm
"I'm worried sick today",anxious
"This is thrilling!",excited
"I'm so hyped",excited
"I'm overjoyed about this",happy
"I feel fantastic! lately",happy
"I'm really worried about this",anxious
"I'm feeling steady about this",calm
"I'm upset right now",sad
"I feel balanced lately",calm
"I feel miserable about this",sad
"I feel miserable today",sad
"I'm relaxed lately",calm
"I'm relaxed today",calm
"I'm seething today",angry
"This makes me rage today",angry
"I'm so hyped lately",excited
"I feel fine today",neutral
"I'm really frustrated lately",frustrated
"I'm so hyped about this",excited
"I'm so excited! today",excited
"I'm doing alright about this",neutral
"I'm doing alright about this",neutral
"I'm feeling low today",sad
"I'm elated lately",excited
"I'm so pleased today",happy
"I'm indifferent",neutral
"I'm furious about this about this",angry
"I feel calm lately",calm
"I'm feeling worried lately",anxious
"Everything is fine lately",neutral
"I'm so angry! about this",angry
"I'm really upset",angry
"This makes me nervous today",anxious
"I'm thrilled!",happy
"I'm feeling sad today",sad
"I'm losing patience today",frustrated
"I'm buzzing with excitement about this",excited
"I'm upset lately",sad
"Everything is fine about this",neutral
"This is awesome! about this",excited
"I'm feeling great! today",happy
"I'm so happy today! right now",happy
"This is so frustrating! lately",frustrated
"I can't wait! lately",excited
"I'm pumped!",excited
"This is so frustrating! today",frustrated
"This makes me furious lately",angry
"What a wonderful day!",happy
"I feel tranquil today",calm
"Nothing much today",neutral
"I feel at ease about this",calm
"This is so irritating lately",frustrated
"I'm panicking",anxious
"I feel joyful",happy
"Nothing much today",neutral
"I'm amped up right now",excited
"I'm feeling uneasy about this",anxious
"I'm elated today",excited
"This is so frustrating! lately",frustrated
"I feel relaxed and calm today",calm
"I feel at ease about this",calm
"I feel relaxed and calm right now",calm
"This irritates me right now",frustrated
"This is so irritating",frustrated
"This is amazing! today",happy
"I'm at peace today",calm
"I'm so hyped about this",excited
"I can't wait! right now",excited
"I have anxiety lately",anxious
"I feel miserable lately",sad
"I feel fine about this",neutral
"I'm depressed right now",sad
"I'm feeling anxious lately",anxious
"I'm feeling worried lately",anxious
"I'm stressed out",anxious
"I'm feeling okay right now",neutral
"I'm so hyped",excited
"I'm ecstatic lately",excited
"This brings me joy right now",happy
"I'm doing alright today",neutral
"I'm so hyped",excited
"I'm so excited!",excited
"I'm feeling placid about this",calm
"I'm stressed out",anxious
"I'm so stoked",excited
"I'm feeling mellow about this",calm
"I feel anxious today",anxious
"I'm feeling quiet",calm
"I'm feeling placid",calm
"I'm alright",neutral
"I'm amped up about this",excited
"I have anxiety today",anxious
"I feel composed right now",calm
"I feel tranquil lately",calm
"I'm delighted right now",happy
"Nothing much lately",neutral
"I'm feeling placid right now",calm
"I feel terrible about this",sad
"I'm feeling quiet lately",calm
"I'm doing okay about this",neutral
"This makes me sad right now",sad
"I feel joyful today",happy
"I'm doing alright",neutral
"I'm feeling wonderful right now",happy
"I feel anxious",anxious
"This makes me rage today",angry
"I feel fantastic! about this",happy
"I'm elated",excited
"This makes me happy",happy
"I'm feeling blue",sad
"This angers me right now",angry
"I'm overjoyed right now",happy
"I'm thrilled about this lately",excited
"I'm nervous about this",anxious
"I'm really upset lately",angry
"I'm really upset right now",angry
"I'm really excited right now",excited
"Everything is fine",neutral
"I feel at ease lately",calm
"I feel joyful",happy
"This is exasperating today",frustrated
"I'm feeling peaceful about this",calm
"This makes me furious right now",angry
"I'm doing okay",neutral
"I feel average about this",neutral
"I'm really frustrated about this",frustrated
"I'm feeling worried lately",anxious
"This is exciting!",excited
"I'm doing okay",neutral
"I feel fine right now",neutral
"This is exciting! lately",excited
"This makes me happy about this",happy
"I'm so angry! lately",angry
"I'm frustrated about this",angry
"I'm feeling low right now",sad
"I'm okay with this lately",neutral
"This is awesome! lately",excited
"I'm feeling frustrated about this",frustrated
"I feel average about this",neutral
"I'm feeling tense right now",anxious
"This gives me anxiety about this",anxious
"This is infuriating today",angry
"I feel normal today",neutral
"This is thrilling! about this",excited
"This angers me lately",angry
"I feel average today",neutral
"I'm feeling serene lately",calm
"I feel terrible right now",sad
"I'm nervous about this",anxious
"I'm irritated today",angry
"I'm really frustrated",frustrated
"I'm getting frustrated today",frustrated
"I'm ecstatic today",excited
"This is amazing! right now",happy
"I'm mad about this today",angry
"This is infuriating today",angry
"What a wonderful day! lately",happy
"I'm depressed right now",sad
"I'm so pleased right now",happy
"I feel fine today",neutral
"This irritates me lately",frustrated
"I'm feeling great! today",happy
"I'm so angry! about this",angry
"I'm on cloud nine lately",happy
"I feel fantastic!",happy
"I'm feeling placid today",calm
"I'm feeling gloomy about this",sad
"I'm feeling placid about this",calm
"I'm really anxious today",anxious
"I feel balanced today",calm
"I feel average about this",neutral
"This brings me joy right now",happy
"I'm feeling wonderful about this",happy
"This brings me joy today",happy
"Nothing special right now",neutral
"I'm depressed",sad
"I'm doing okay lately",neutral
"I feel awful lately",sad
"I feel relaxed and calm about this",calm
"This is so irritating today",angry
"I'm feeling great!",happy
"I'm feeling blue about this",sad
"I'm really frustrated",frustrated
"This is amazing!",happy
"I'm alright right now",neutral
"I feel terrible",sad
"I'm really worried about this",anxious
"I can't wait! lately",excited
"I'm worried sick lately",anxious
"I'm upset about this",sad
"I feel hopeless",sad
"I feel neutral about this",neutral
"This is awesome! today",excited
"Everything is normal right now",neutral
"I'm feeling steady lately",calm
"I feel balanced today",calm
"Everything is normal today",neutral
"I'm really worried today",anxious
"I'm thrilled about this today",excited
"I'm mad about this lately",angry
"I'm amped up",excited
"I'm elated lately",excited
"I feel balanced right now",calm
"This is so irritating lately",frustrated
"I feel normal today",neutral
"I'm really annoyed right now",frustrated
"I'm feeling great! lately",happy
"I feel normal today",neutral
"I'm feeling steady lately",calm
"I'm frustrated today",frustrated
"I'm feeling great! lately",happy
"I'm elated",excited
"I'm seething today",angry
"I'm feeling low about this",sad
"This is so annoying",frustrated
"I'm really frustrated about this",frustrated
"I'm so angry! lately",angry
"I'm amped up",excited
"I feel at ease lately",calm
"I feel average",neutral
"I'm feeling worried right now",anxious
"This is infuriating about this",angry
"I feel miserable right now",sad
"I'm seething about this",angry
"I'm okay with this lately",neutral
"I feel joyful about this",happy
"This angers me right now",angry
"I'm concerned lately",anxious
"I'm so happy today! right now",happy
"I'm alright",neutral
"This makes me rage",angry
"I'm worried sick today",anxious
"I'm so angry!",angry
"I'm feeling worried today",anxious
"I'm ecstatic lately",happy
"Nothing much right now",neutral
"I'm on cloud nine about this",happy
"I feel relaxed and calm right now",calm
"I'm feeling uneasy",anxious
"This is heartbreaking today",sad
"This irritates me",frustrated
"I'm feeling zen about this",calm
"This makes me furious about this",angry
"I feel terrible about this",sad
"I'm feeling wonderful lately",happy
"I'm worried sick today",anxious
"I feel fine lately",neutral
"I'm frustrated lately",angry
"I feel fine about this",neutral
"I'm feeling steady today",calm
"I'm delighted about this",happy
"I'm so happy today!",happy
"I'm feeling quiet lately",calm
"I'm stressed out",anxious
"This is so irritating today",angry
"I'm exhilarated right now",excited
"I feel anxious about this",anxious
"I'm overjoyed today",happy
"I feel neutral about this",neutral
"I'm feeling tense lately",anxious
"I'm thrilled! right now",happy
"I'm so hyped right now",excited
"I'm feeling placid about this",calm
"I'm overjoyed about this",happy
"This is so irritating right now",frustrated
"I'm indifferent today",neutral
"I'm feeling wonderful",happy
"I'm indifferent right now",neutral
"I'm okay with this",neutral
"This is heartbreaking lately",sad
"I'm getting frustrated",frustrated
"I'm feeling zen about this",calm
"I'm really annoyed",frustrated
"I'm feeling sad today",sad
"This is exasperating lately",frustrated
"I'm furious about this lately",angry
"This is annoying",frustrated
"I'm panicking about this",anxious
"I have anxiety",anxious
"I feel awful about this",sad
"I'm okay right now",neutral
"This makes me rage lately",angry
"I feel tranquil lately",calm
"I'm losing patience right now",frustrated
"Everything is normal right now",neutral
"I'm concerned today",anxious
"I feel anxious right now",anxious
"I'm thrilled! about this",happy
"This irritates me right now",frustrated
"I'm feeling frustrated",frustrated
"What a wonderful day!",happy
"I'm elated lately",excited
"I feel terrible right now",sad
"I'm ecstatic today",excited
"This is so irritating",frustrated
"I feel normal about this",neutral
"I can't wait!",excited
"I feel balanced today",calm
"I'm fed up about this",frustrated
"I'm feeling okay lately",neutral
"This irritates me right now",frustrated
"I feel normal right now",neutral
"I'm livid about this",angry
"I'm irritated",angry
"I'm panicking today",anxious
"I'm elated about this",excited
"I'm okay lately",neutral
"I'm feeling zen about this",calm
"I feel fantastic! about this",happy
"I'm feeling gloomy lately",sad
"I'm fuming today",angry
"I'm seething lately",angry
"I'm feeling blue lately",sad
"I'm overjoyed about this",happy
"I feel fine right now",neutral
"This is thrilling! today",excited
"I'm okay with this about this",neutral
